instance_id,model_name,architecture,input_type,perturbation_type,input_text,gold_mention,gold_cui,generated_answer,mapping_mode
mm_0048417,FLAN-T5-XXL,generative,perturbation,back_translation,"We found adverse effects of imidacloprid on queens (egg and movement activity), worker bees (forests and hygienic activities) and the development of colonies (bride production and pollen camps) in all treated colonies.",pollen,UMLS:C0032385,imidacloprid,text-generation
mm_0048417,FLAN-T5-XXL,generative,perturbation,back_translation,"We found adverse effects of imidacloprid on queens (egg and movement activity), worker bees (forests and hygienic activities) and the development of colonies (bride production and pollen camps) in all treated colonies.",pollen,UMLS:C0032385,imidacloprid,text-generation
mm_0024701,FLAN-T5-XXL,generative,perturbation,synonym_substitution,The findings propose that MMP - 2 and MMP - 9 could be used as prognostic factors of BCCs .,prognostic factors,UMLS:C1514474,prognostic factor,text-generation
mm_0024701,FLAN-T5-XXL,generative,perturbation,synonym_substitution,The findings hint that MMP - 2 and MMP - 9 could be used as prognostic factors of BCCs .,prognostic factors,UMLS:C1514474,BCC,text-generation
mm_0024701,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The results indicate that MMP-2 and MMP-9 may serve as prognostic indicators of BCCs.,prognostic factors,UMLS:C1514474,BCC,text-generation
mm_0024701,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The outcomes indicate that MMP-2 and MMP-9 could serve as prognostic indicators of BCCs.,prognostic factors,UMLS:C1514474,prognostic indicator,text-generation
mm_0024701,FLAN-T5-XXL,generative,perturbation,back_translation,The results suggest that MMP-2 and MMP-9 could be used as prognostic factors for BCCs.,prognostic factors,UMLS:C1514474,BCC,text-generation
mm_0024701,FLAN-T5-XXL,generative,perturbation,back_translation,The results suggest that MMP-2 and MMP-9 could be used as prognostic factors for BCCs.,prognostic factors,UMLS:C1514474,BCC,text-generation
mm_0025371,FLAN-T5-XXL,generative,perturbation,synonym_substitution,Most of the males accepted mates from within the same host plant population as well as females from the willow and blueberry universe .,population,UMLS:C1257890,host,text-generation
mm_0025371,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The males primarily ate mates from the same host plant population, while the females ate mates from the willow and blueberry populations.",population,UMLS:C1257890,mate,text-generation
mm_0025371,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The males mostly ate mates from the same host plant population and females from the willow and blueberry populations.,population,UMLS:C1257890,mate,text-generation
mm_0025371,FLAN-T5-XXL,generative,perturbation,back_translation,Most males accepted partners from the same host plant population as well as females from the grazing and blueberry population.,population,UMLS:C1257890,host plant,text-generation
mm_0025371,FLAN-T5-XXL,generative,perturbation,back_translation,Most males accepted partners from the same host plant population as well as females from the grazing and blueberry population.,population,UMLS:C1257890,host plant,text-generation
mm_0132893,FLAN-T5-XXL,generative,perturbation,synonym_substitution,Following behavioral analysis plasma and brains were gather .,brains,UMLS:C0006104,brain,text-generation
mm_0132893,FLAN-T5-XXL,generative,perturbation,synonym_substitution,Following behavioral analysis plasma and brains were hoard .,brains,UMLS:C0006104,brain,text-generation
mm_0132893,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"After behavioral analysis, plasma and brains were collected.",brains,UMLS:C0006104,brain,text-generation
mm_0132893,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"After behavioral analysis, plasma and brains were collected.",brains,UMLS:C0006104,brain,text-generation
mm_0132893,FLAN-T5-XXL,generative,perturbation,back_translation,"After the behavioral analysis, plasma and brains were collected.",brains,UMLS:C0006104,plasma,text-generation
mm_0132893,FLAN-T5-XXL,generative,perturbation,back_translation,"After the behavioral analysis, plasma and brains were collected.",brains,UMLS:C0006104,plasma,text-generation
mm_0095757,FLAN-T5-XXL,generative,perturbation,synonym_substitution,Gas chromatography / mass spectrometry ( GC / MS ) and gas chromatography isotope ratio mass spectrometry ( GC / IRMS ) were conducted on purified collagen and lipid extracts to measure isotopic responses to PLE .,GC/IRMS,UMLS:C0024868,chromatography,text-generation
mm_0095757,FLAN-T5-XXL,generative,perturbation,synonym_substitution,Gas chromatography / mass spectrometry ( GC / MS ) and tout chromatography isotope ratio mass spectrometry ( GC / IRMS ) were conducted on purified collagen and lipid extracts to assess isotopic responses to PLE .,GC/IRMS,UMLS:C0024868,chromatography,text-generation
mm_0095757,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,Purified collagen and lipid extracts were subjected to gas chromatography/mass spectrometry (GC/MS) and gas chromatography isotope ratio mass spectrometry (GC/IRMS) to measure isotopic responses to PLE.,GC/IRMS,UMLS:C0024868,collagen,text-generation
mm_0095757,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,Purified collagen and lipid extracts were subjected to gas chromatography/mass spectrometry (GC/MS) and gas chromatography isotope ratio mass spectrometry (GC/IRMS) to characterize their isotopic responses to PLE.,GC/IRMS,UMLS:C0024868,collagen,text-generation
mm_0095757,FLAN-T5-XXL,generative,perturbation,back_translation,Gas chromatography/mass spectrometry (GC/MS) and gas chromatography Isotope ratio Mass spectrometry (GC/IRMS) were performed on purified collagen and lipid extracts to evaluate isotopic reactions to PLE.,GC/IRMS,UMLS:C0024868,chromatography,text-generation
mm_0095757,FLAN-T5-XXL,generative,perturbation,back_translation,Gas chromatography/mass spectrometry (GC/MS) and gas chromatography Isotope ratio Mass spectrometry (GC/IRMS) were performed on purified collagen and lipid extracts to evaluate isotopic reactions to PLE.,GC/IRMS,UMLS:C0024868,chromatography,text-generation
mm_0072049,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Three isolates exhibited mutations Indiana the DRDR rpoB gene ( Asp441Tyr , Ser456Leu , Ser458Met ) , two in the DRDR folP1 gene ( Thr53Ala , Pro55Leu ) , and one isolate exhibited mutations in both DRDR rpoB ( Ser456Met ) and DRDR folP1 ( Pro55Leu ) , suggesting multidrug resistance .",mutations,UMLS:C0596611,mutation,text-generation
mm_0072049,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Three isolates exhibited mutations in the DRDR rpoB gene ( Asp441Tyr , Ser456Leu , Ser458Met ) , two in the DRDR folP1 cistron ( Thr53Ala , Pro55Leu ) , and one isolate exhibited mutations in both DRDR rpoB ( Ser456Met ) and DRDR folP1 ( Pro55Leu ) , suggesting multidrug resistance .",mutations,UMLS:C0596611,mutation,text-generation
mm_0072049,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The presence of three mutagenic isolates with mutations in the DRDR rpoB gene (Asp441Tyr, Ser456Leu, Ser458Met), two with mutations in the DRDR folP1 gene (Thr53Ala, Pro55Leu), and one with mutations in both DRDR rpoB (Ser456Met) and DRDR folP1 (Pro55Leu) points to the potential for multidrug resistance.",mutations,UMLS:C0596611,mutation,text-generation
mm_0072049,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The presence of three mutated DRDR rpoB genes (Asp441Tyr, Ser456Leu, Ser458Met), two mutated DRDR folP1 genes (Thr53Ala, Pro55Leu), and one isolate mutated both DRDR rpoB (Ser456Met) and DRDR folP1 (Pro55Leu), implying the presence of multidrug resistance.",mutations,UMLS:C0596611,multidrug resistance,text-generation
mm_0072049,FLAN-T5-XXL,generative,perturbation,back_translation,"Three isolates showed mutations in the DRDR-RpoB gene (Asp441Tyr, Ser456Leu, Ser458Met), two in the DRDR-folP1 gene (Thr53Ala, Pro55Leu) and one isolate showed mutations in both the DRDR-rpoB (Ser456Met) and the DRDR-folP1 (Pro55Leu), indicating multidrug resistance.",mutations,UMLS:C0596611,mutation,text-generation
mm_0072049,FLAN-T5-XXL,generative,perturbation,back_translation,"Three isolates showed mutations in the DRDR-RpoB gene (Asp441Tyr, Ser456Leu, Ser458Met), two in the DRDR-folP1 gene (Thr53Ala, Pro55Leu) and one isolate showed mutations in both the DRDR-rpoB (Ser456Met) and the DRDR-folP1 (Pro55Leu), indicating multidrug resistance.",mutations,UMLS:C0596611,mutation,text-generation
mm_0148991,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"For 300 SNPs , EBFST had the highest precision in entirely cases , but the bias was negative and greater than those for GST_NC and θWC_F in all cases .",EBFST,UMLS:C1705273,SNP,text-generation
mm_0148991,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"For 300 SNPs , EBFST had the highest precision in all cases , but the bias was minus and greater than those for GST_NC and θWC_F in all cases .",EBFST,UMLS:C1705273,SNP,text-generation
mm_0148991,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"EBFST was the most accurate for all 300 SNPs, but had a negative bias that was greater than those for GST_NC and WC_F in all cases.",EBFST,UMLS:C1705273,SNP,text-generation
mm_0148991,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"EBFST was the most accurate for 300 SNPs in all cases, but had a negative bias that was greater than those for GST_NC and WC_F in all cases.",EBFST,UMLS:C1705273,SNP,text-generation
mm_0148991,FLAN-T5-XXL,generative,perturbation,back_translation,"For 300 SNPs, EBFST had the highest precision in all cases, but the pretension was negative and greater than for GST_NC and θWC_F in all cases.",EBFST,UMLS:C1705273,SNP,text-generation
mm_0148991,FLAN-T5-XXL,generative,perturbation,back_translation,"For 300 SNPs, EBFST had the highest precision in all cases, but the pretension was negative and greater than for GST_NC and θWC_F in all cases.",EBFST,UMLS:C1705273,SNP,text-generation
mm_0128293,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The BCCAO / R triggered early molecular changes that can be easily detected in brain and plasma, indicating the physiological response of the tissue to oxidative stress and inflammation caused by reperfusion.",inflammation,UMLS:C0021368,oxidative stress,text-generation
mm_0128293,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The BCCAO / R triggered early molecular changes that can be easily detected in brain and plasma, indicating the tissue's physiological response to oxidative stress and inflammation caused by reperfusion.",inflammation,UMLS:C0021368,oxidative stress,text-generation
mm_0128293,FLAN-T5-XXL,generative,perturbation,back_translation,"BCCAO/R stimulated early molecular changes, which can easily be traced back to brain tissue and plasma, and which indicate the tissue's physiological response to reperfusion induced oxidative stress and inflammation.",inflammation,UMLS:C0021368,oxidative stress,text-generation
mm_0128293,FLAN-T5-XXL,generative,perturbation,back_translation,"BCCAO/R stimulated early molecular changes, which can easily be traced back to brain tissue and plasma, and which indicate the tissue's physiological response to reperfusion induced oxidative stress and inflammation.",inflammation,UMLS:C0021368,oxidative stress,text-generation
mm_0125604,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Currently , studies have reported a probable link to oxidative stress , DNA price and apoptosis induced by fluoride in rat hepatocytes .",apoptosis,UMLS:C0162638,apoptosis,text-generation
mm_0125604,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Currently , take have reported a probable link to oxidative stress , DNA damage and apoptosis induced by fluoride in rat hepatocytes .",apoptosis,UMLS:C0162638,apoptosis,text-generation
